name,Categoria,address,CodiceIdentificativo,telephone,email,website,iso3
Salumificio Azzola,Aziende Fiano RomanoOsterie Fiano RomanoNegozi Fiano RomanoNegozi di Alimentari Fiano RomanoSupermercati Fiano Romano,"Via Casale, 19B, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058392,,,,
Andrea Acquati,Aziende Fiano RomanoErboristerie Fiano Romano,"via castello 8, Presso CorpoSolare, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058393,347 019 0017,,,
Scuola di ballo bergamo - Gardadanze Studio Bergamo,Aziende Fiano Romano,"Via Casale, 19/A, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058394,345 844 7895,,,
Quattroerre Group srl,Aziende Fiano RomanoOsterie Fiano Romano,"Via Guglielmo Marconi, 5, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058395,035 580701,,,
Impresa Edile Brignoli Antonio Srl,Aziende Fiano Romano,"Via Brugali, 4, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058396,035 580376,,,
Cortesi Federico,Aziende Fiano Romano,"Via Papa Giovanni XXIII, 41B, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058387,035 583390,,,
Scuola di ballo Lukita S.N.C,Aziende Fiano Romano,"Via Casale, 19/A, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058388,339 838 7420,,,
ENOTECA GAUDES,Aziende Fiano RomanoOsterie Fiano RomanoBar Fiano Romano,"Via Guglielmo Marconi, 1, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058389,035 040 1452,,,
Esso Torre De' Roveri,Aziende Fiano RomanoDistributori di benzina Fiano Romano,"Via Casale, 10, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058390,338 237 0403,,,
Barcella Giuliano,Aziende Fiano RomanoNegozi Fiano Romano,"Via Conciliazione, 30, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058382,035 452 8847,,,
A.E.P.E.R. Cooperativa Sociale A R. L.,Aziende Fiano Romano,"Via Papa Giovanni XXIII, 45/A, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058383,035 583485,,,
A.S.D. Torr Box Events,Aziende Fiano Romano,"Via Papa Giovanni XXIII, 2, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058384,,,,
Work In Progress S.R.L.,Aziende Fiano RomanoErboristerie Fiano RomanoPalestre Fiano Romano,"Via Gian Battista Marchesi, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058385,035 580731,,,
Associazione Sportiva Dilettantistica Torre De' Roveri Calcio,Aziende Fiano Romano,"Via Papa Giovanni XXIII, 6, 24060 Torre De' Roveri BG, Italy - 24060 Fiano Romano (RM)  ",1058380,035 452 1299,,,
Garden's House,Aziende Castel San Pietro RomanoAlberghi Castel San Pietro Romano,"27 Via Positano Piano Terra, 81054 San Prisco CE, Italy - 81054 Castel San Pietro Romano (RM)  ",1058033,334 221 3801,,,
Roncofreddo I,Aziende ArtenaMetro Artena,"47020 Roncofreddo, Province of Forlì-Cesena, Italy - 47020 Artena (RM)  ",1054339,,,,
Buratti Antonella E Bernabini Learco,Aziende Artena,"Via Giuseppe Garibaldi, 660, 47020 Roncofreddo FC, Italy - 47020 Artena (RM)  ",1054340,0541 949143,,,
Campo Da Calcio,Aziende Artena,"47020 Roncofreddo, Province of Forlì-Cesena, Italy - 47020 Artena (RM)  ",1054335,,,,
Ristorante Da Neri,Aziende ArtenaRistoranti ArtenaOsterie Artena,"Via Eugenio Curiel, 264, 47020 Roncofreddo FC, Italy - 47020 Artena (RM)  ",1054330,0541 949284,,,
Pieve di Santa Paola,Aziende ArtenaChiese ArtenaLuoghi di culto Artena,"SP40, 247, 47020 Roncofreddo FC, Italy - 47020 Artena (RM)  ",1054327,,,,
Euro Lab. Srl,Aziende ColleferroErboristerie Colleferro,"Via Giovan Battista Cattabeni, 17, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051177,0823 868789,,,
Centro Ass.Nza Imprese Coldiretti Campania-Molise S.R.L.,Aziende ColleferroIstituti finanziari Colleferro,"Rione Garibaldi, 12, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051178,0823 862107,,,
Intesa Sanpaolo S.p.A.,Aziende ColleferroBancomat ColleferroIstituti finanziari ColleferroBanche Colleferro,"Via Latina, 1, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051179,0823 615052,,,
Antica Caffetteria Portavetere,Aziende ColleferroOsterie ColleferroNegozi ColleferroBar ColleferroTrattorie Colleferro,"81013 Caiazzo, Province of Caserta, Italy - 81013 Colleferro (RM)  ",1051180,0823 862888,,,
Alleanza Assicurazioni S.p.a,Aziende ColleferroAgenzie di assicurazione Colleferro,"Via Giovan Battista Cattabeni, 42, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051170,0823 615102,,,
Carabinieri Comando Stazione Caiazzo,Aziende ColleferroPolizia Colleferro,"Via Giovan Battista Cattabeni, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051171,0823 615000,,,
Sindacato Nazionale Autonom.Lavoratori Scuola,Aziende Colleferro,"Via Roma, 24, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051172,0823 615070,,,
Centro Scolastico A.S.P.I. Di Volpe Dr. Pietro Srl,Aziende ColleferroScuole Colleferro,"Via Astolfi, 14, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051173,0823 868121,,,
Ludoteca Candylandia by Rainbow Bubbles,Aziende Colleferro,"77, SS158, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051174,0823 867129,,,
Istituto Comprensivo Statale “Aulo Attilio Caiatino”,Aziende ColleferroScuole Colleferro,"Via Caduti sul Lavoro, 1, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051175,0823 868266,,,
"I.C. ""A.A.Caiatino""",Aziende ColleferroScuole Colleferro,"Via Caduti sul Lavoro, 6, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051176,,,,
ASL CE - Presidio di Caiazzo,Aziende ColleferroErboristerie Colleferro,"Via Caduti sul Lavoro, 32, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051164,0823 862236,,,
Sparono S.R.L.,Aziende ColleferroOsterie ColleferroNegozi ColleferroPanetterie Colleferro,"Via Giovan Battista Cattabeni, 34/36, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051165,0823 868707,,,
Eurospar New Golden Market S.R.L.,Aziende ColleferroOsterie ColleferroNegozi ColleferroNegozi di Alimentari ColleferroSupermercati Colleferro,"Via Caduti sul Lavoro, 40, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051166,0823 862670,,,
Comitato Fiera La Maddalena Comune di Caiazzo,Municipi ColleferroUffici Comunali ColleferroAziende Colleferro,"81013 Caiazzo, Province of Caserta, Italy - 81013 Colleferro (RM)  ",1051167,0823 615186,,,
Liceo Scientifico,Aziende ColleferroScuole Colleferro,"Via Caduti sul Lavoro, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051168,0823 868311,,,
La Bottega Della Pasta Fresca,Aziende ColleferroOsterie ColleferroNegozi Colleferro,"Via Roma, 22, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051169,334 840 6274,,,
Italian Post Office Post,Aziende ColleferroIstituti finanziari ColleferroUffici postali Colleferro,"Via Latina, 36, 81013 Caiazzo CE, Italy - 81013 Colleferro (RM)  ",1051163,0823 615511,,,
DE CARLI ROBERTO,Aziende Civitella San PaoloNegozi Civitella San PaoloNegozi di casalinghi Civitella San Paolo,"Via Claudio Monteverdi, n. 6, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050327,,,,
NKD,Aziende Civitella San PaoloNegozi Civitella San PaoloNegozi di Abbigliamento Civitella San Paolo,"Via Treviglio, 25, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050320,,,,
Serviform,Aziende Civitella San Paolo,"Viale Europa Unita, 37, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050321,0363 355811,,,
Assanelli e Bettani s.r.l.,Aziende Civitella San Paolo,"Via Fratelli Kennedy, 6, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050322,0363 51152,,,
Red Design - Complementi di Arredo,Aziende Civitella San PaoloNegozi Civitella San PaoloNegozi di casalinghi Civitella San PaoloNegozi di arredamento Civitella San Paolo,"Via Flaminio Vacchi, 5, 24063 Caravaggio BG, Italy - 24063 Civitella San Paolo (RM)  ",1050323,0363 52274,,,
Fonderia Galimberti Angelo di Galimberti Alfredo,Aziende Civitella San Paolo,"Via Treviglio, 24, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050324,0363 51882,,,
Motosalone Crea,Aziende Civitella San PaoloNegozi Civitella San Paolo,"Via Treviglio, 15, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050325,0363 53135,,,
Cristal service di Carminati Ettore,Aziende Civitella San Paolo,"Via Kennedy, 3, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050326,339 835 4900,,,
Soccorso Stradale Bergamo,Aziende Civitella San PaoloErboristerie Civitella San Paolo,"Via Dante Severgnini, 27, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050313,348 170 6869,,,
Il Susino,Aziende Civitella San Paolo,"Via Flaminio Vacchi, 1/3, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050314,0363 54311,,,
A.T.C. PIANURA BERGAMASCA,Aziende Civitella San Paolo,"Via Artigiani, 9, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050315,0363 350495,,,
Centro Sportivo,Aziende Civitella San Paolo,"Piazzale Morettini, 1, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050316,0363 351200,,,
Officina Meccanica Finardi srl,Aziende Civitella San Paolo,"Via Calvenzano, 26, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050317,0363 350254,,,
Zacconi Workshop Di Tarini Tomaso,Aziende Civitella San Paolo,"Via Dante Severgnini, 24, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050318,0363 52865,,,
Manzoni Smp S.R.L.,Aziende Civitella San Paolo,"Via Treviglio, 12, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050319,0363 50001,,,
Euromaster Tires Minoia,Aziende Civitella San PaoloNegozi Civitella San PaoloMeccanici Auto Civitella San Paolo,"Viale Europa Unita, 92, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050309,0363 50233,,,
Autotrasporti Ghisetti Adriano,Aziende Civitella San PaoloTraslochi Civitella San Paolo,"Via Bartolomeo Marchetti, 6, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050310,0363 351432,,,
Kahle Automation Srl,Aziende Civitella San Paolo,"Viale Europa Unita, 57, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050311,0363 355511,,,
Tigotà,Aziende Civitella San PaoloNegozi Civitella San PaoloNegozi di casalinghi Civitella San PaoloNegozi di Abbigliamento Civitella San Paolo,"Via Treviglio, 25, 24043 Caravaggio BG, Italy - 24043 Civitella San Paolo (RM)  ",1050312,0363 351199,,,
Tutto per La Tenda,Aziende CivitavecchiaNegozi CivitavecchiaNegozi di casalinghi Civitavecchia,"Via C. Rizzarda, 5, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050118,0439 302880,,,
Confartigianato Imprese Belluno,Aziende Civitavecchia,"Via Ligont, 4, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050119,0439 068030,,,
Lidl,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaNegozi di Alimentari CivitavecchiaSupermercati Civitavecchia,"Viale Monte Grappa, 3/a, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050120,800 480 048,,,
Centa Stufe,Aziende CivitavecchiaNegozi CivitavecchiaNegozi di casalinghi Civitavecchia,"Viale Flora, 2, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050121,0439 302222,,,
Delightful Flat,Aziende CivitavecchiaAlberghi Civitavecchia,"Via Roma, 2, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050122,346 543 5856,,,
Ristorante Aurora,Aziende CivitavecchiaRistoranti CivitavecchiaOsterie Civitavecchia,"Via Giuseppe Garibaldi, 68, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050123,0439 2046,,,
Officinema,Aziende CivitavecchiaCinema Civitavecchia,"Piazza Antonio Cambruzzi, 4, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050124,0439 81789,,,
Da Maniago - Ferramenta Punto Chiavi Casalinghi Coltelleria,Aziende CivitavecchiaNegozi CivitavecchiaNegozi di casalinghi CivitavecchiaFerramenta CivitavecchiaNegozi di serramenti Civitavecchia,"Piazza Vittorino da Feltre, 6, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050111,0439 83510,,,
Studio Legale Avvocato Alberto Cilia,Aziende CivitavecchiaAvvocati Civitavecchia,"Via 31 Ottobre, 27, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050112,0439 840135,,,
Studio Tecnico De Biasi Enzo,Aziende Civitavecchia,"Piazza Trento Trieste, 9, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050113,0439 880116,,,
Umana Spa Employment Agency,Aziende Civitavecchia,"Viale Giuseppe Mazzini, 4, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050114,0439 840494,,,
Studio di Odontoiatria Naturale Munerol,Aziende CivitavecchiaErboristerie CivitavecchiaDentisti Civitavecchia,"Viale Piave, 2, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050115,0439 89211,,,
Crash Osteria,Aziende CivitavecchiaRistoranti CivitavecchiaOsterie Civitavecchia,"Via Paradiso, 46, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050116,0439 81169,,,
Tonin Gianfranco Srl,Aziende CivitavecchiaNegozi CivitavecchiaMeccanici Auto Civitavecchia,"Via Mario Luciani, 2, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050117,0439 303191,,,
B & B Feltre Nicola Garbin,Aziende CivitavecchiaAlberghi Civitavecchia,"Via Santa Maria del Prato, 8, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050106,0439 880088,,,
Hotel Doriguzzi,Aziende CivitavecchiaAlberghi Civitavecchia,"Viale Piave, 2, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050107,0439 2003,,,
Ristorante La Casona,Aziende CivitavecchiaAlberghi CivitavecchiaRistoranti CivitavecchiaOsterie CivitavecchiaBar Civitavecchia,"Via Giuseppe Segusini, 17, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050108,0439 302730,,,
Bus De l'Och,Aziende CivitavecchiaAlberghi Civitavecchia,"Salita Giovanni da Vidor, 11, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050109,0439 81322,,,
Casa Archè,Aziende CivitavecchiaAlberghi Civitavecchia,"Via Paradiso, 40, 32032 Feltre BL, Italy - 32032 Civitavecchia (RM)  ",1050110,347 959 5479,,,
Studio Di Podologia Serpilli Di Silvia Serpilli,Aziende Arcinazzo RomanoErboristerie Arcinazzo RomanoMedici Arcinazzo Romano,"Via Pietro Capuzi, 34, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1050000,0733 230007,,,
Monachesi Miriam,Aziende Arcinazzo RomanoNegozi Arcinazzo Romano,"Via dei Velini, 68, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049999,0733 236869,,,
Vquadro Srl,Aziende Arcinazzo Romano,"Via San Francesco d'Assisi, 14, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049998,0733 260740,,,
Banca Macerata - Filiale di Macerata,Aziende Arcinazzo RomanoBancomat Arcinazzo RomanoIstituti finanziari Arcinazzo RomanoBanche Arcinazzo Romano,"Corso Fratelli Cairoli, 104, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049997,0733 250300,,,
Domus San Giuliano,Aziende Arcinazzo RomanoAlberghi Arcinazzo Romano,"Via Cincinelli, 4, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049996,0733 232738,,,
Autofficina Montecchiarini,Aziende Arcinazzo RomanoMeccanici Auto Arcinazzo Romano,"Via S. Giovanni Bosco, Snc, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049990,0733 263947,,,
Profumeria Beauty Shop Di Gentili M. & C. Snc,Aziende Arcinazzo RomanoNegozi Arcinazzo RomanoNegozi di Abbigliamento Arcinazzo Romano,"Corso Camillo Benso Conte di Cavour, 20, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049991,0733 408284,,,
Studio di Chiropratica della Dott.Ssa Cristine Del Bene,Aziende Arcinazzo RomanoErboristerie Arcinazzo Romano,"Via Mario Batà, 31, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049992,0733 36155,,,
Angelelli Dott.Ssa Ilenia,Aziende Arcinazzo RomanoErboristerie Arcinazzo RomanoMedici Arcinazzo Romano,"Via Trento, 39, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049993,0733 263554,,,
Silvia Home,Aziende Arcinazzo RomanoAlberghi Arcinazzo Romano,"Via Padre Matteo Ricci, 7, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049994,339 800 1392,,,
Poste Italiane,Aziende Arcinazzo RomanoIstituti finanziari Arcinazzo RomanoUffici postali Arcinazzo Romano,"Via Filippo Marchetti, 10, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049985,0733 261298,,,
Comando Provinciale Carabinieri Macerata,Aziende Arcinazzo RomanoPolizia Arcinazzo Romano,"Via XX Settembre, 2, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049986,0733 4061,,,
Studio Legale Associato Cimini Ferrari,Aziende Arcinazzo RomanoAvvocati Arcinazzo Romano,"Via Giosuè Carducci, 25, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049987,0733 264571,,,
Studio Legale Avv. Leide Polci,Aziende Arcinazzo RomanoAvvocati Arcinazzo Romano,"Galleria del Commercio, 17, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049988,0733 233849,,,
Senza Tempo Srl,Aziende Arcinazzo RomanoNegozi Arcinazzo RomanoGioiellerie Arcinazzo Romano,"Piaggia della Torre, n. 16, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049989,0733 199 0462,,,
Albergo Arena,Aziende Arcinazzo RomanoAlberghi Arcinazzo Romano,"Vicolo Sferisterio, 16, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049978,0733 230931,,,
Hotel Lauri,Aziende Arcinazzo RomanoAlberghi Arcinazzo RomanoRistoranti Arcinazzo RomanoOsterie Arcinazzo RomanoBar Arcinazzo Romano,"Via Tommaso Lauri, 6, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049979,0733 232376,,,
Cg Repair Centro Riparazioni,Aziende Arcinazzo RomanoNegozi Arcinazzo Romano,"Corso Fratelli Cairoli, 63, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049980,0733 230415,,,
Studio Legale Iure Mrr,Aziende Arcinazzo RomanoAvvocati Arcinazzo Romano,"Via Giovanni Mario Crescimbeni, 81, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049981,0733 236101,,,
Liberilibri Editore,Aziende Arcinazzo Romano,"Corso Camillo Benso Conte di Cavour, 33, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049982,0733 231989,,,
R.C. Trasporti Cossali Rossano,Aziende Arcinazzo RomanoTraslochi Arcinazzo Romano,"Via Maffeo Pantaleoni, 77, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049983,329 137 1480,,,
Poste Italiane,Aziende Arcinazzo RomanoIstituti finanziari Arcinazzo RomanoUffici postali Arcinazzo Romano,"Via Filippo Corridoni, 21, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049984,0733 276111,,,
Arcadia Hotel Macerata,Aziende Arcinazzo RomanoAlberghi Arcinazzo Romano,"Via Padre Matteo Ricci, 134, 62100 Macerata MC, Italy - 62100 Arcinazzo Romano (RM)  ",1049977,0733 230931,,,
Serlegno F.lli Zanoletti SNC,Aziende Cineto Romano,"Via Serio, 6, 24020 Villa d'Ogna BG, Italy - 24020 Cineto Romano (RM)  ",1049104,0346 22450,,,
Carpenteria Metallica V.B.M.,Aziende Cineto Romano,"Via Serio, 65, 24020 Villa d'Ogna BG, Italy - 24020 Cineto Romano (RM)  ",1049105,0346 21960,,,
Lead me Rent Srl,Aziende Albano LazialeNegozi Albano LazialeConcessionarie Auto Albano LazialeAutonoleggi Albano Laziale,"Via Tancia, 70, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048957,0746 760168,,,
Ministero Grazia E Giustizia-Dipart.To Ammin. Penitenziaria,Aziende Albano LazialePalazzi di giustizia Albano Laziale,"Via Terenzio Varrone, 55, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048956,0746 481624,,,
Centro Di Servizi Per Il Volontariato Della Regione Lazio,Aziende Albano Laziale,"Via Enrico Mercatanti, 5/E, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048951,0746 272342,,,
"Pezzotti Service - Vendita, Riparazioni, Assistenza e Ricambi originali elettrodomestci",Aziende Albano LazialeNegozi Albano LazialeNegozi di casalinghi Albano Laziale,"Piazza Marconi, 13, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048952,0746 482623,,,
Bit Studio (S.R.L.),Aziende Albano LazialeNegozi Albano Laziale,"Via Fratelli Cervi, 21/23, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048953,0746 483569,,,
Reatina Segnaletica Stradale Srl,Aziende Albano Laziale,"Via Alessandro Manzoni, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048954,0746 272215,,,
Unione Italiana dei Ciechi e degli Ipovedenti sezione Rieti,Aziende Albano Laziale,"Largo Florenzo Spadoni, 7, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048955,0746 271766,,,
Multisala Moderno,Aziende Albano LazialeCinema Albano Laziale,"Via Cintia, 56, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048947,0746 201143,,,
Intimamente,Aziende Albano LazialeNegozi Albano LazialeNegozi di Abbigliamento Albano Laziale,"Via Antonio Gherardi, 18, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048948,327 668 0050,,,
Comunita' Montana V Zona Montepiano Reatino,Municipi Albano LazialeUffici Comunali Albano LazialeAziende Albano Laziale,"Via Alessandro Manzoni, 10, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048949,0746 25631,,,
STUDIO TRIBUTARIO MERENDI,Aziende Albano LazialeIstituti finanziari Albano LazialeCommercialisti Albano Laziale,"Piazza Arduino Angelucci, 9, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048950,0746 201876,,,
Agenzia dell'Entrate Ufficio territoriale di Rieti,Uffici Comunali Albano LazialeAziende Albano Laziale,"Viale Cesare Verani, 7, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048946,0746 2631,,,
Jean Louis David Rieti Trix Srl - Susanna Del Grande,Aziende Albano LazialeParrucchieri Albano Laziale,"Viale Emilio Maraini, 65, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048945,0746 205243,,,
Acconciatore Uomo Francesco,Aziende Albano LazialeErboristerie Albano LazialeParrucchieri Albano Laziale,"Via Giulio Cesare Costanzi, 7, 02100 Rieti RI, Italy - 02100 Albano Laziale (RM)  ",1048943,0746 498374,,,
